rev_util,age,late_30_59,debt_ratio,monthly_inc,open_credit,late_90,real_estate,late_60_89,dependents,dlq_2yrs,total_late,financial_stress
0.014110359,52.0,2.0,0.496312986,9763.0,16.0,0.0,3.0,0.0,0.0,0,2.0,0.007003154408821974
0.25498008,32.0,0.0,0.000412201,2425.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.00010510304395608
0.008999719,61.0,0.0,0.358034971,1200.0,9.0,0.0,1.0,0.0,0.0,0,0.0,0.003222214131173149
0.007833246,56.0,0.0,1.428742834,7500.0,12.0,0.0,1.0,0.0,0.0,0,0.0,0.011191694089459164
0.153111133,57.0,0.0,0.456245969,4650.0,19.0,0.0,1.0,0.0,0.0,0,0.0,0.06985633724027288
0.011656275,78.0,0.0,0.139715071,4000.0,6.0,0.0,1.0,0.0,0.0,0,0.0,0.001628557289220525
0.099753745,57.0,2.0,0.700609225,2297.0,21.0,0.0,1.0,0.0,3.0,0,2.0,0.06988839397529763
0.001266646,64.0,0.0,0.096924117,11833.0,6.0,0.0,1.0,0.0,2.0,0,0.0,0.000122768545101582
0.026867768,54.0,0.0,0.403349855,5850.0,14.0,0.0,1.0,0.0,1.0,0,0.0,0.01083711032697364
0.102708361,69.0,0.0,0.01296049,12730.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.00133115068565689
0.11280545,48.0,0.0,0.463984582,4150.0,6.0,0.0,1.0,0.0,0.0,0,0.0,0.0523399895655719
0.005748274,35.0,0.0,0.446221511,2500.0,15.0,0.0,2.0,0.0,3.0,0,0.0,0.002565003509922014
0.334437194,32.0,0.0,0.103371082,7593.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.03457113460482391
0.05746317,47.0,0.0,0.280371963,10000.0,12.0,0.0,2.0,0.0,0.0,0,0.0,0.01611106177310271
0.0,34.0,0.0,0.547154134,2406.0,3.0,0.0,1.0,0.0,1.0,0,0.0,0.0
0.0,50.0,0.0,0.142809532,6000.0,12.0,0.0,0.0,0.0,2.0,0,0.0,0.0
0.350764924,50.0,0.0,0.269688645,2183.0,12.0,0.0,1.0,0.0,2.0,0,0.0,0.09459731706708797
0.018465332,63.0,0.0,0.111223868,4926.0,5.0,0.0,0.0,0.0,1.0,0,0.0,0.002053785648944176
0.015232204,41.0,0.0,0.146155245,5500.0,9.0,0.0,0.0,0.0,4.0,0,0.0,0.0022262665075099795
0.351543712,56.0,0.0,0.509310919,13800.0,26.0,0.0,3.0,0.0,0.0,0,0.0,0.17904505102739135
0.143125971,46.0,0.0,0.568625601,10600.0,13.0,1.0,3.0,0.0,3.0,0,1.0,0.08138509127858357
0.042284506,65.0,0.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,1.860518264
0.011950143,68.0,0.0,1.450509898,5000.0,14.0,0.0,2.0,0.0,0.0,0,0.0,0.017333800704015412
1.000893275,44.0,0.0,0.597652219,7751.0,11.0,0.0,3.0,0.0,0.0,0,0.0,0.5981860867859271
0.0,43.0,0.0,0.0,3583.0,2.0,0.0,0.0,0.0,3.0,0,0.0,0.0
0.016394252,50.0,0.0,0.280295353,6906.0,6.0,0.0,1.0,0.0,0.0,0,0.0,0.004595232651510957
0.040699594,71.0,0.0,0.094226443,4000.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0038349779741641415
0.160662395,57.0,0.0,0.048494398,5711.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0.007791226126763211
0.018169341,53.0,0.0,0.383166705,4300.0,10.0,0.0,2.0,0.0,0.0,0,0.0,0.006961886522991404
0.299898776,29.0,0.0,0.43818596,4828.0,11.0,1.0,1.0,0.0,1.0,0,1.0,0.13141143306438494
0.9999999,42.0,0.0,0.417987773,9650.0,13.0,0.0,4.0,0.0,0.0,0,0.0,0.41798773120122273
0.821705943,37.0,2.0,0.378647816,5516.0,10.0,0.0,0.0,0.0,2.0,0,2.0,0.3111371607111705
0.084216331,61.0,0.0,0.231477167,8583.0,6.0,0.0,1.0,0.0,2.0,0,0.0,0.01949415771501428
0.285204757,45.0,1.0,0.851429714,5000.0,10.0,0.0,2.0,0.0,1.0,0,1.0,0.24283180468394946
0.029612948,62.0,0.0,0.61993298,9250.0,5.0,0.0,2.0,0.0,0.0,0,0.0,0.018358043100225038
1.018687527,42.0,2.0,0.024183127,5416.0,4.0,0.0,0.0,0.0,0.0,0,2.0,0.024635049838756928
0.030099999,62.0,0.0,0.459866705,3450.0,15.0,0.0,2.0,0.0,2.0,0,0.0,0.013841987360633294
0.032443081,87.0,0.0,0.00372315,10474.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.00012079045702515
0.143964118,68.0,0.0,0.163315187,9000.0,13.0,0.0,1.0,0.0,0.0,0,0.0,0.023511526852460066
0.38394519,38.0,0.0,0.232895511,5100.0,8.0,0.0,0.0,0.0,3.0,0,0.0,0.08941911122104208
0.0,62.0,0.0,1.017585931,1250.0,7.0,0.0,3.0,0.0,0.0,0,0.0,0.0
0.198180182,31.0,0.0,0.268437412,3538.0,7.0,0.0,1.0,0.0,0.0,0,0.0,0.053198975165768984
0.331607555,58.0,0.0,0.825087456,2000.0,12.0,0.0,0.0,0.0,0.0,0,0.0,0.2736052339453301
0.0,56.0,0.0,130.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.704020412,31.0,0.0,0.298356875,3468.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.2100493300605325
0.002057828,55.0,1.0,0.277367185,11500.0,15.0,0.0,2.0,0.0,2.0,0,1.0,0.00057077395957418
0.068335636,39.0,0.0,0.517102263,5700.0,9.0,0.0,1.0,0.0,1.0,0,0.0,0.03533651201914427
0.00837034,34.0,0.0,0.111703546,3750.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.00093499665922564
0.377184812,48.0,0.0,0.742752416,3000.0,11.0,0.0,1.0,0.0,0.0,0,0.0,0.28015493039150574
0.0,45.0,0.0,0.327223148,6600.0,13.0,0.0,2.0,0.0,0.0,0,0.0,0.0
0.003717472,38.0,0.0,0.449420232,2500.0,8.0,0.0,1.0,0.0,1.0,0,0.0,0.0016707071286935038
0.9999999,47.0,0.0,0.022695035,7049.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0226950327304965
0.272872206,54.0,0.0,0.286325428,13323.0,17.0,0.0,2.0,0.0,1.0,0,0.0,0.07813025117225417
0.035528199,82.0,0.0,0.337527352,3655.0,17.0,0.0,2.0,0.0,0.0,0,0.0,0.011991738929799049
0.131632084,71.0,0.0,0.247501086,4601.0,4.0,0.0,1.0,0.0,1.0,0,0.0,0.03257908374244323
0.812686228,43.0,0.0,0.655458451,6750.0,14.0,0.0,4.0,0.0,0.0,0,0.0,0.5326820561539128
0.008038563,88.0,0.0,0.00959808,1666.0,10.0,0.0,0.0,0.0,0.0,0,0.0,7.715477075904001e-05
0.9999999,36.0,0.0,0.421505233,15000.0,5.0,0.0,2.0,0.0,3.0,0,0.0,0.4215051908494767
0.231828321,60.0,0.0,0.006206469,14500.0,5.0,0.0,0.0,0.0,1.0,0,0.0,0.001438835287608549
0.543846027,54.0,0.0,0.445106954,13416.0,10.0,0.0,2.0,0.0,1.0,0,0.0,0.24206964852297175
0.005839766,66.0,0.0,0.439268241,4700.0,10.0,0.0,2.0,0.0,2.0,0,0.0,0.002565223738671606
0.0,68.0,0.0,0.24916406,9270.0,8.0,0.0,2.0,0.0,2.0,0,0.0,0.0
0.413589581,55.0,0.0,1.205276175,1212.0,9.0,0.0,1.0,0.0,0.0,0,0.0,0.49848966820753265
0.536018559,58.0,0.0,0.232160713,11000.0,8.0,0.0,1.0,0.0,1.0,0,0.0,0.12444245083867254
0.014956197,69.0,0.0,0.292454749,4916.0,9.0,0.0,1.0,0.0,0.0,0,0.0,0.004374010839629553
0.004351718,31.0,0.0,0.15814031,6000.0,4.0,0.0,1.0,0.0,1.0,0,0.0,0.0006881820335525801
0.427878606,60.0,1.0,0.254636123,6416.0,8.0,0.0,1.0,0.0,1.0,0,1.0,0.10895334934648453
0.888627172,44.0,1.0,0.106489351,10000.0,4.0,0.0,0.0,0.0,1.0,0,1.0,0.09462933082724537
0.855518526,60.0,2.0,0.452217364,1600.0,6.0,1.0,1.0,0.0,0.0,0,3.0,0.38688033268088545
0.386939695,65.0,0.0,0.358786398,9821.0,13.0,0.0,1.0,0.0,1.0,0,0.0,0.1388286994122686
0.366705048,39.0,0.0,0.26234753,5000.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.09620416358133144
0.18679533,64.0,0.0,223.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,41.65535859
0.117207772,34.0,0.0,0.249265138,1700.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.029215811462252536
0.043464486,44.0,0.0,0.555222253,11000.0,11.0,0.0,3.0,0.0,2.0,0,0.0,0.024132449842406957
0.153962701,43.0,0.0,0.442111578,5000.0,10.0,0.0,1.0,0.0,2.0,0,0.0,0.06806869269225219
0.991923853,43.0,1.0,0.310990242,6250.0,9.0,0.0,1.0,0.0,3.0,0,1.0,0.30847863909004236
0.069968939,54.0,0.0,0.174305944,10733.0,7.0,0.0,1.0,0.0,1.0,0,0.0,0.012196001963073414
0.430740859,69.0,0.0,0.17252519,13000.0,10.0,0.0,1.0,0.0,0.0,0,0.0,0.07431364853973821
0.282496718,33.0,0.0,0.406397306,2969.0,13.0,0.0,1.0,0.0,0.0,0,0.0,0.11480590514904171
0.0,22.0,0.0,0.053763441,929.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.065089125,74.0,0.0,0.144088245,2900.0,4.0,0.0,0.0,0.0,1.0,0,0.0,0.009378577789835625
0.394933709,50.0,0.0,0.324080622,5655.0,8.0,0.0,1.0,0.0,0.0,0,0.0,0.127990362061487
0.0,73.0,0.0,1161.0,0.0,11.0,0.0,1.0,0.0,0.0,0,0.0,0.0
0.204348934,53.0,0.0,0.854930305,5810.0,10.0,0.0,3.0,0.0,1.0,0,0.0,0.17470409647104487
1.691699084,52.0,0.0,0.642086032,6020.0,14.0,0.0,1.0,0.0,0.0,0,0.0,1.0862163521835946
0.0,80.0,0.0,0.0,3700.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.119581671,38.0,0.0,0.432661718,6600.0,7.0,0.0,1.0,0.0,0.0,0,0.0,0.4844001292161707
0.827742256,51.0,0.0,1.148550207,7000.0,17.0,1.0,1.0,0.0,1.0,0,1.0,0.9507035394714469
0.30645124,49.0,0.0,0.328760587,16765.0,15.0,0.0,7.0,0.0,0.0,0,0.0,0.10074908954927789
0.027972948,35.0,0.0,0.232953038,3768.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.006516383218416025
0.036474088,67.0,1.0,0.387241815,7116.0,8.0,0.0,1.0,0.0,0.0,0,1.0,0.01412429203758972
4.96e-05,64.0,0.0,0.239691504,16466.0,11.0,0.0,1.0,0.0,0.0,0,0.0,1.18886985984e-05
0.512911005,38.0,1.0,0.194280908,3566.0,3.0,0.0,0.0,0.0,0.0,0,1.0,0.09964881577459253
0.149050026,36.0,0.0,0.483293336,5416.0,6.0,0.0,1.0,0.0,0.0,0,0.0,0.07203488429642674
0.044837241,87.0,0.0,0.219414265,4233.0,6.0,0.0,1.0,0.0,0.0,0,0.0,0.009837930278642866
0.030760201,75.0,0.0,0.00819836,5000.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.00025218320147036
0.006727162,66.0,0.0,0.368231047,3600.0,9.0,0.0,1.0,0.0,0.0,0,0.0,0.002477149906598614
0.181820454,48.0,0.0,0.11942812,29096.0,6.0,0.0,1.0,0.0,5.0,0,0.0,0.02171447499876648
0.483516484,22.0,0.0,0.162335066,2500.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.07849168034222795
0.073546323,54.0,0.0,0.291309058,12000.0,9.0,0.0,1.0,0.0,1.0,0,0.0,0.021424710072493733
0.027799143,60.0,1.0,0.417937767,4916.0,9.0,0.0,2.0,0.0,0.0,0,1.0,0.01161831174993368
0.424608829,58.0,0.0,0.554013277,3313.0,13.0,0.0,1.0,0.0,0.0,0,0.0,0.23523892879742267
0.9999999,22.0,0.0,0.457063712,360.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.4570636662936288
0.918418839,32.0,0.0,0.364024553,3746.0,7.0,0.0,0.0,0.0,3.0,0,0.0,0.3343270073337539
0.293603986,71.0,0.0,0.682526989,2500.0,10.0,0.0,2.0,0.0,1.0,0,0.0,0.20039264452297814
1.428571429,40.0,1.0,0.1641113,1760.0,6.0,0.0,0.0,1.0,1.0,0,2.0,0.2344447143560477
0.004877454,49.0,0.0,0.716054061,7916.0,7.0,0.0,3.0,0.0,0.0,0,0.0,0.003492520744040694
0.266191955,74.0,0.0,0.169736187,2008.0,7.0,0.0,0.0,0.0,1.0,0,0.0,0.04518240745177558
0.218519042,67.0,0.0,0.788802799,4000.0,9.0,0.0,1.0,0.0,0.0,0,0.0,0.17236843196439858
0.0347018,45.0,0.0,0.28992566,3900.0,3.0,0.0,1.0,0.0,1.0,0,0.0,0.010060942268187998
0.9999999,23.0,0.0,0.0,1600.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.97376892,53.0,0.0,0.500999818,5500.0,5.0,0.0,2.0,0.0,3.0,0,0.0,0.4878580516940566
0.191054516,71.0,0.0,0.689277204,6294.0,6.0,0.0,2.0,0.0,3.0,0,0.0,0.1316895226000533
0.12741035,38.0,0.0,0.894266567,2685.0,19.0,0.0,1.0,0.0,2.0,0,0.0,0.11393881629476844
0.0,77.0,0.0,0.335657834,2150.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.000222926,74.0,0.0,0.0,5395.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0
